time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
104.13,CRUISE,CRUISE,1,-35.3638363,149.1563701,88.62,8.46,9.18,-1.20,12.67,-102.14,0.15,-0.05,-0.55,-0.25,-2.04,-8.94,0.04,-0.04,69
104.34,CRUISE,MANUAL,0,-35.3638400,149.1563503,88.61,8.48,9.19,-1.19,12.65,-102.25,0.16,-0.04,-0.55,-0.25,-2.06,-8.95,0.04,-0.04,69
104.54,CRUISE,MANUAL,0,-35.3638438,149.1563304,88.60,8.42,9.20,-1.17,12.63,-102.36,0.18,-0.03,-0.54,-0.25,-2.08,-8.96,0.04,-0.04,69
104.74,CRUISE,MANUAL,0,-35.3638475,149.1563105,88.59,8.44,9.22,-1.16,12.62,-102.46,0.20,-0.01,-0.53,-0.25,-2.11,-8.97,0.04,-0.04,69
104.95,CRUISE,MANUAL,0,-35.3638513,149.1562907,88.58,8.52,9.23,-1.14,12.62,-102.57,0.21,0.01,-0.53,-0.19,-2.12,-8.97,0.03,-0.03,69
105.15,CRUISE,CRUISE,1,-35.3638551,149.1562710,88.57,8.51,9.23,-1.12,12.62,-102.68,0.22,0.00,-0.51,-0.19,-2.14,-8.97,0.03,-0.03,69
105.36,CRUISE,MANUAL,0,-35.3638590,149.1562514,88.57,8.58,9.23,-1.09,12.63,-102.79,0.23,0.02,-0.50,-0.19,-2.16,-8.97,0.03,-0.03,69
105.57,CRUISE,MANUAL,0,-35.3638628,149.1562317,88.56,8.51,9.23,-1.07,12.64,-102.90,0.24,0.02,-0.48,-0.12,-2.17,-8.97,0.02,-0.02,69
105.77,CRUISE,MANUAL,0,-35.3638667,149.1562121,88.56,8.45,9.24,-1.04,12.65,-103.00,0.26,0.04,-0.47,-0.12,-2.19,-8.97,0.02,-0.02,69
105.97,CRUISE,MANUAL,0,-35.3638706,149.1561924,88.56,8.54,9.24,-1.00,12.66,-103.10,0.27,0.05,-0.45,-0.06,-2.20,-8.97,0.01,-0.01,69
106.18,CRUISE,MANUAL,0,-35.3638746,149.1561727,88.55,8.52,9.24,-0.97,12.67,-103.19,0.27,0.05,-0.43,-0.06,-2.22,-8.96,0.01,-0.01,69
106.38,CRUISE,MANUAL,0,-35.3638786,149.1561528,88.55,8.47,9.25,-0.93,12.67,-103.28,0.28,0.05,-0.42,-0.00,-2.23,-8.97,0.00,-0.00,69
106.59,CRUISE,MANUAL,0,-35.3638827,149.1561329,88.55,8.59,9.26,-0.89,12.67,-103.35,0.29,0.06,-0.39,-0.00,-2.25,-8.98,0.00,-0.00,69
106.79,CRUISE,MANUAL,0,-35.3638867,149.1561129,88.55,8.61,9.27,-0.84,12.68,-103.42,0.30,0.07,-0.37,-0.00,-2.26,-8.99,0.00,-0.00,69
106.99,CRUISE,MANUAL,0,-35.3638908,149.1560929,88.55,8.56,9.28,-0.80,12.68,-103.49,0.30,0.08,-0.34,-0.00,-2.27,-9.00,0.00,-0.00,69
107.20,CRUISE,MANUAL,0,-35.3638949,149.1560731,88.55,8.52,9.29,-0.75,12.70,-103.56,0.31,0.08,-0.32,-0.00,-2.28,-9.00,0.00,-0.00,69
107.40,CRUISE,MANUAL,0,-35.3638990,149.1560534,88.55,8.47,9.28,-0.70,12.73,-103.63,0.31,0.08,-0.29,0.06,-2.29,-8.99,-0.01,0.01,69
107.61,CRUISE,MANUAL,0,-35.3639031,149.1560337,88.55,8.57,9.28,-0.65,12.75,-103.69,0.31,0.09,-0.27,0.06,-2.30,-8.99,-0.01,0.01,69
107.81,CRUISE,MANUAL,0,-35.3639072,149.1560141,88.55,8.52,9.27,-0.60,12.78,-103.75,0.30,0.07,-0.25,0.06,-2.30,-8.98,-0.01,0.01,69
108.02,CRUISE,MANUAL,0,-35.3639113,149.1559945,88.55,8.58,9.27,-0.55,12.80,-103.81,0.29,0.07,-0.23,0.06,-2.31,-8.97,-0.01,0.01,69
108.22,CRUISE,MANUAL,0,-35.3639154,149.1559748,88.55,8.65,9.26,-0.50,12.81,-103.85,0.29,0.07,-0.20,0.12,-2.31,-8.97,-0.02,0.02,69
108.43,CRUISE,MANUAL,0,-35.3639216,149.1559450,88.56,8.61,9.27,-0.42,12.82,-103.91,0.28,0.05,-0.16,0.12,-2.31,-8.97,-0.02,0.02,69
108.63,CRUISE,MANUAL,0,-35.3639258,149.1559250,88.57,8.64,9.27,-0.37,12.82,-103.93,0.27,0.05,-0.13,0.12,-2.32,-8.97,-0.02,0.02,69
108.84,CRUISE,MANUAL,0,-35.3639300,149.1559051,88.58,8.65,9.28,-0.32,12.83,-103.95,0.26,0.04,-0.11,0.12,-2.32,-8.98,-0.02,0.02,69
109.04,CRUISE,MANUAL,0,-35.3639342,149.1558853,88.58,8.58,9.28,-0.27,12.83,-103.97,0.26,0.04,-0.08,0.12,-2.32,-8.98,-0.02,0.02,69
109.24,CRUISE,MANUAL,0,-35.3639383,149.1558656,88.59,8.46,9.27,-0.22,12.85,-103.98,0.25,0.03,-0.05,0.12,-2.32,-8.97,-0.02,0.02,69
109.45,CRUISE,MANUAL,0,-35.3639424,149.1558460,88.59,8.47,9.26,-0.17,12.86,-104.00,0.25,0.03,-0.03,0.12,-2.31,-8.96,-0.02,0.02,69
109.65,CRUISE,MANUAL,0,-35.3639465,149.1558264,88.60,8.40,9.25,-0.11,12.88,-104.00,0.24,0.02,0.01,0.12,-2.31,-8.95,-0.02,0.02,69
109.85,CRUISE,MANUAL,0,-35.3639506,149.1558068,88.61,8.56,9.24,-0.06,12.89,-104.00,0.23,0.02,0.03,0.12,-2.30,-8.95,-0.02,0.02,69
110.06,CRUISE,MANUAL,0,-35.3639547,149.1557872,88.61,8.51,9.23,-0.01,12.89,-104.00,0.22,0.00,0.05,0.12,-2.30,-8.94,-0.02,0.02,69
110.26,CRUISE,MANUAL,0,-35.3639588,149.1557677,88.62,8.56,9.23,0.04,12.90,-103.99,0.21,-0.00,0.08,0.12,-2.29,-8.93,-0.02,0.02,69
110.47,CRUISE,MANUAL,0,-35.3639629,149.1557479,88.62,8.56,9.22,0.08,12.90,-103.97,0.20,-0.02,0.11,0.06,-2.28,-8.93,-0.01,0.01,69
110.67,CRUISE,MANUAL,0,-35.3639670,149.1557281,88.62,8.55,9.22,0.13,12.89,-103.94,0.18,-0.02,0.13,0.06,-2.28,-8.93,-0.01,0.01,69
110.88,CRUISE,MANUAL,0,-35.3639711,149.1557083,88.61,8.51,9.23,0.18,12.87,-103.91,0.17,-0.03,0.15,0.06,-2.27,-8.93,-0.01,0.01,69
111.08,CRUISE,MANUAL,0,-35.3639752,149.1556884,88.61,8.55,9.23,0.22,12.86,-103.87,0.16,-0.04,0.17,-0.00,-2.26,-8.94,0.00,-0.00,69
111.29,CRUISE,MANUAL,0,-35.3639792,149.1556687,88.61,8.50,9.23,0.26,12.85,-103.83,0.14,-0.04,0.20,-0.00,-2.26,-8.94,0.00,-0.00,69
111.49,CRUISE,MANUAL,0,-35.3639833,149.1556490,88.61,8.51,9.23,0.29,12.85,-103.79,0.12,-0.03,0.22,-0.00,-2.25,-8.94,0.00,-0.00,69
111.70,CRUISE,MANUAL,0,-35.3639873,149.1556295,88.61,8.50,9.22,0.33,12.85,-103.75,0.11,-0.03,0.23,-0.00,-2.23,-8.94,0.00,-0.00,69
111.90,CRUISE,MANUAL,0,-35.3639912,149.1556099,88.61,8.47,9.21,0.36,12.85,-103.70,0.09,-0.05,0.25,-0.00,-2.22,-8.93,0.00,-0.00,69
112.11,CRUISE,MANUAL,0,-35.3639952,149.1555904,88.62,8.41,9.20,0.39,12.85,-103.65,0.08,-0.04,0.27,-0.00,-2.21,-8.93,0.00,-0.00,69
112.31,CRUISE,MANUAL,0,-35.3639991,149.1555708,88.62,8.54,9.20,0.42,12.84,-103.60,0.06,-0.05,0.28,-0.00,-2.20,-8.93,0.00,-0.00,69
112.52,CRUISE,MANUAL,0,-35.3640030,149.1555511,88.62,8.49,9.20,0.45,12.83,-103.54,0.04,-0.05,0.29,-0.00,-2.19,-8.93,0.00,-0.00,69
112.72,CRUISE,MANUAL,0,-35.3640069,149.1555313,88.62,8.49,9.20,0.47,12.82,-103.47,0.02,-0.05,0.31,-0.00,-2.18,-8.94,0.00,-0.00,69
112.92,CRUISE,MANUAL,0,-35.3640109,149.1555115,88.61,8.44,9.21,0.49,12.80,-103.40,0.00,-0.05,0.31,-0.06,-2.17,-8.94,0.01,-0.01,69
113.13,CRUISE,CRUISE,1,-35.3640167,149.1554817,88.61,8.46,9.22,0.51,12.77,-103.30,-0.03,-0.03,0.34,-0.06,-2.15,-8.96,0.01,-0.01,69
114.24,FBWA,MANUAL,0,-35.3640363,149.1553793,87.83,7.93,8.34,0.33,8.38,-103.03,-0.30,-5.51,0.27,-8.40,-1.90,-8.11,1.23,-1.23,60
114.44,FBWA,MANUAL,0,-35.3640397,149.1553615,87.58,7.95,8.38,0.28,7.31,-102.98,-0.29,-5.12,0.27,-8.55,-1.90,-8.16,1.26,-1.26,60
114.65,FBWA,MANUAL,0,-35.3640431,149.1553433,87.32,7.92,8.48,0.23,6.33,-102.94,-0.27,-4.72,0.25,-8.91,-1.92,-8.26,1.33,-1.33,60
114.85,FBWA,MANUAL,0,-35.3640466,149.1553249,87.05,7.92,8.62,0.19,5.42,-102.89,-0.24,-4.40,0.23,-9.36,-1.94,-8.39,1.42,-1.42,60
115.06,FBWA,MANUAL,0,-35.3640501,149.1553061,86.75,8.00,8.78,0.15,4.56,-102.84,-0.21,-4.07,0.21,-9.70,-1.98,-8.55,1.50,-1.50,60
115.26,FBWA,MANUAL,0,-35.3640537,149.1552869,86.44,8.15,8.96,0.12,3.78,-102.80,-0.18,-3.73,0.19,-9.95,-2.01,-8.72,1.57,-1.57,60
115.46,FBWA,MANUAL,0,-35.3640573,149.1552675,86.12,8.39,9.15,0.09,3.08,-102.76,-0.14,-3.35,0.18,-10.11,-2.05,-8.91,1.63,-1.63,60
115.67,FBWA,MANUAL,0,-35.3640610,149.1552478,85.78,8.61,9.35,0.07,2.46,-102.73,-0.11,-2.96,0.17,-10.19,-2.09,-9.11,1.68,-1.68,60
115.87,FBWA,MANUAL,0,-35.3640648,149.1552276,85.44,8.84,9.56,0.06,1.92,-102.70,-0.09,-2.57,0.15,-10.21,-2.14,-9.31,1.72,-1.72,60
116.08,FBWA,MANUAL,0,-35.3640686,149.1552069,85.09,8.99,9.77,0.04,1.45,-102.68,-0.07,-2.20,0.14,-10.10,-2.18,-9.52,1.74,-1.74,60
116.28,FBWA,MANUAL,0,-35.3640725,149.1551858,84.74,9.25,9.99,0.04,1.05,-102.65,-0.05,-1.82,0.13,-10.00,-2.22,-9.73,1.76,-1.76,60
116.49,FBWA,MANUAL,0,-35.3640765,149.1551641,84.39,9.42,10.20,0.03,0.73,-102.62,-0.03,-1.47,0.12,-9.79,-2.27,-9.94,1.76,-1.76,60
116.69,FBWA,MANUAL,0,-35.3640806,149.1551419,84.04,9.54,10.42,0.03,0.47,-102.60,-0.01,-1.14,0.11,-9.54,-2.31,-10.15,1.75,-1.75,60
116.90,FBWA,MANUAL,0,-35.3640849,149.1551191,83.69,9.70,10.63,0.03,0.26,-102.57,-0.00,-0.82,0.11,-9.30,-2.35,-10.36,1.74,-1.74,60
117.10,FBWA,MANUAL,0,-35.3640891,149.1550958,83.34,9.97,10.84,0.03,0.11,-102.53,0.00,-0.54,0.11,-9.02,-2.40,-10.56,1.72,-1.72,60
117.31,FBWA,MANUAL,0,-35.3641300,149.1548724,80.59,11.24,12.13,0.09,0.82,-102.34,0.02,0.95,0.11,-5.93,-2.64,-11.83,1.26,-1.26,60
117.51,FBWA,MANUAL,0,-35.3641348,149.1548460,80.35,11.31,12.22,0.09,1.01,-102.31,0.01,1.02,0.10,-5.61,-2.65,-11.92,1.20,-1.20,60
117.72,FBWA,FBWA,1,-35.3641396,149.1548194,80.12,11.38,12.30,0.10,1.21,-102.28,0.00,1.07,0.10,-5.25,-2.66,-12.00,1.13,-1.13,60
117.92,FBWA,MANUAL,0,-35.3641444,149.1547928,79.91,11.49,12.37,0.10,1.42,-102.25,-0.00,1.09,0.10,-4.90,-2.67,-12.07,1.06,-1.06,60
118.13,FBWA,MANUAL,0,-35.3641491,149.1547663,79.70,11.52,12.41,0.10,1.65,-102.24,-0.01,1.11,0.10,-4.61,-2.68,-12.11,1.00,-1.00,60
118.33,FBWA,MANUAL,0,-35.3641539,149.1547398,79.51,11.59,12.44,0.10,1.89,-102.23,-0.01,1.11,0.11,-4.28,-2.68,-12.14,0.93,-0.93,60
118.54,FBWA,MANUAL,0,-35.3641587,149.1547133,79.33,11.59,12.46,0.10,2.13,-102.21,-0.01,1.10,0.11,-4.00,-2.68,-12.16,0.87,-0.87,60
118.74,FBWA,MANUAL,0,-35.3641658,149.1546734,79.07,11.62,12.47,0.10,2.47,-102.19,-0.02,1.05,0.11,-3.63,-2.67,-12.17,0.79,-0.79,60
118.95,FBWA,MANUAL,0,-35.3641705,149.1546468,78.92,11.63,12.47,0.10,2.68,-102.17,-0.02,1.01,0.11,-3.35,-2.67,-12.17,0.73,-0.73,60
119.15,FBWA,MANUAL,0,-35.3641753,149.1546201,78.78,11.64,12.46,0.10,2.88,-102.16,-0.02,0.96,0.11,-3.12,-2.66,-12.17,0.68,-0.68,60
119.36,FBWA,MANUAL,0,-35.3641801,149.1545932,78.64,11.63,12.46,0.10,3.07,-102.13,-0.02,0.91,0.11,-2.90,-2.66,-12.16,0.63,-0.63,60
119.56,FBWA,FBWA,1,-35.3641848,149.1545662,78.52,11.59,12.45,0.10,3.23,-102.10,-0.02,0.85,0.11,-2.71,-2.65,-12.16,0.59,-0.59,60
119.77,FBWA,MANUAL,0,-35.3641896,149.1545392,78.41,11.58,12.44,0.10,3.38,-102.07,-0.02,0.78,0.11,-2.53,-2.64,-12.15,0.55,-0.55,60
119.97,FBWA,MANUAL,0,-35.3641943,149.1545123,78.30,11.58,12.43,0.10,3.52,-102.05,-0.02,0.71,0.11,-2.40,-2.63,-12.14,0.52,-0.52,60
120.18,FBWA,MANUAL,0,-35.3641990,149.1544856,78.20,11.62,12.40,0.11,3.66,-102.03,-0.02,0.63,0.11,-2.26,-2.62,-12.11,0.49,-0.49,60
120.38,FBWA,MANUAL,0,-35.3642037,149.1544591,78.11,11.52,12.36,0.11,3.79,-102.01,-0.02,0.56,0.11,-2.13,-2.61,-12.08,0.46,-0.46,60
120.59,FBWA,FBWA,1,-35.3642083,149.1544327,78.02,11.49,12.32,0.11,3.91,-102.00,-0.03,0.47,0.11,-2.05,-2.59,-12.04,0.44,-0.44,60
120.79,FBWA,MANUAL,0,-35.3642129,149.1544065,77.93,11.49,12.28,0.10,4.01,-101.99,-0.04,0.39,0.11,-2.01,-2.58,-12.00,0.43,-0.43,60
121.00,FBWA,MANUAL,0,-35.3642174,149.1543802,77.86,11.41,12.24,0.10,4.08,-101.97,-0.06,0.30,0.11,-1.92,-2.57,-11.96,0.41,-0.41,60
121.20,FBWA,MANUAL,0,-35.3642220,149.1543541,77.78,11.43,12.20,0.09,4.14,-101.96,-0.06,0.23,0.10,-1.88,-2.55,-11.93,0.40,-0.40,60
121.40,FBWA,MANUAL,0,-35.3642266,149.1543277,77.70,11.41,12.17,0.09,4.17,-101.93,-0.06,0.14,0.10,-1.88,-2.54,-11.90,0.40,-0.40,60
121.61,FBWA,FBWA,1,-35.3642311,149.1543013,77.63,11.36,12.15,0.08,4.18,-101.91,-0.06,0.07,0.10,-1.84,-2.53,-11.88,0.39,-0.39,60
121.81,FBWA,MANUAL,0,-35.3642357,149.1542749,77.55,11.30,12.13,0.07,4.18,-101.88,-0.05,-0.01,0.10,-1.89,-2.52,-11.86,0.40,-0.40,60
122.02,FBWA,MANUAL,0,-35.3642402,149.1542486,77.47,11.22,12.11,0.07,4.16,-101.86,-0.04,-0.08,0.10,-1.89,-2.52,-11.84,0.40,-0.40,60
122.22,FBWA,MANUAL,0,-35.3642447,149.1542225,77.38,11.28,12.08,0.06,4.14,-101.84,-0.05,-0.15,0.10,-1.94,-2.51,-11.81,0.41,-0.41,60
122.42,FBWA,MANUAL,0,-35.3642491,149.1541967,77.30,11.23,12.05,0.06,4.11,-101.83,-0.04,-0.22,0.09,-2.00,-2.50,-11.79,0.42,-0.42,60
122.63,FBWA,FBWA,1,-35.3642536,149.1541709,77.22,11.24,12.03,0.06,4.08,-101.82,-0.04,-0.27,0.09,-2.05,-2.49,-11.76,0.43,-0.43,60
122.83,FBWA,MANUAL,0,-35.3642580,149.1541452,77.13,11.24,12.00,0.05,4.02,-101.80,-0.05,-0.33,0.09,-2.10,-2.48,-11.74,0.44,-0.44,60
123.04,FBWA,MANUAL,0,-35.3642623,149.1541195,77.03,11.19,11.98,0.05,3.96,-101.79,-0.03,-0.38,0.09,-2.20,-2.47,-11.72,0.46,-0.46,60
123.24,FBWA,MANUAL,0,-35.3642667,149.1540939,76.94,11.19,11.96,0.05,3.88,-101.78,-0.04,-0.42,0.09,-2.30,-2.46,-11.70,0.48,-0.48,60
123.44,FBWA,MANUAL,0,-35.3642711,149.1540681,76.84,11.18,11.95,0.04,3.80,-101.76,-0.04,-0.47,0.09,-2.40,-2.45,-11.69,0.50,-0.50,60
123.65,FBWA,FBWA,1,-35.3642777,149.1540292,76.68,11.16,11.96,0.04,3.63,-101.73,-0.03,-0.51,0.08,-2.49,-2.45,-11.70,0.52,-0.52,60
123.85,FBWA,MANUAL,0,-35.3642821,149.1540032,76.58,11.15,11.97,0.04,3.51,-101.70,-0.03,-0.54,0.08,-2.58,-2.44,-11.71,0.54,-0.54,60
124.06,FBWA,MANUAL,0,-35.3642865,149.1539771,76.47,11.16,11.98,0.04,3.39,-101.68,-0.03,-0.56,0.08,-2.68,-2.44,-11.72,0.56,-0.56,60
124.26,FBWA,MANUAL,0,-35.3642909,149.1539511,76.35,11.19,12.00,0.03,3.28,-101.66,-0.04,-0.57,0.08,-2.77,-2.44,-11.74,0.58,-0.58,60
124.47,FBWA,MANUAL,0,-35.3642952,149.1539253,76.23,11.20,12.00,0.03,3.17,-101.65,-0.04,-0.59,0.08,-2.86,-2.44,-11.75,0.60,-0.60,60
124.67,FBWA,FBWA,1,-35.3642995,149.1538996,76.10,11.20,12.01,0.03,3.06,-101.63,-0.01,-0.59,0.08,-2.96,-2.44,-11.76,0.62,-0.62,60
124.88,FBWA,MANUAL,0,-35.3643039,149.1538738,75.98,11.18,12.02,0.03,2.96,-101.62,-0.03,-0.59,0.08,-3.05,-2.44,-11.77,0.64,-0.64,60
125.08,FBWA,MANUAL,0,-35.3643082,149.1538481,75.84,11.26,12.04,0.03,2.85,-101.61,-0.03,-0.59,0.08,-3.14,-2.43,-11.78,0.66,-0.66,60
125.29,FBWA,MANUAL,0,-35.3643125,149.1538222,75.71,11.19,12.05,0.03,2.74,-101.60,-0.03,-0.58,0.08,-3.23,-2.43,-11.80,0.68,-0.68,60
125.49,FBWA,MANUAL,0,-35.3643169,149.1537961,75.57,11.31,12.08,0.02,2.62,-101.58,-0.03,-0.56,0.08,-3.27,-2.43,-11.82,0.69,-0.69,60
125.69,FBWA,FBWA,1,-35.3643213,149.1537699,75.43,11.24,12.11,0.02,2.50,-101.56,-0.03,-0.55,0.08,-3.36,-2.44,-11.86,0.71,-0.71,60
125.90,FBWA,MANUAL,0,-35.3643256,149.1537435,75.28,11.32,12.15,0.02,2.38,-101.53,-0.03,-0.54,0.08,-3.39,-2.44,-11.90,0.72,-0.72,60
126.10,FBWA,MANUAL,0,-35.3643300,149.1537170,75.14,11.31,12.19,0.02,2.26,-101.51,-0.01,-0.51,0.07,-3.47,-2.45,-11.94,0.74,-0.74,60
126.31,FBWA,MANUAL,0,-35.3643344,149.1536906,74.98,11.37,12.23,0.02,2.16,-101.48,-0.02,-0.50,0.08,-3.51,-2.45,-11.97,0.75,-0.75,60
126.51,FBWA,MANUAL,0,-35.3643388,149.1536643,74.83,11.44,12.26,0.02,2.07,-101.47,-0.02,-0.46,0.07,-3.55,-2.45,-12.00,0.76,-0.76,60
126.72,FBWA,FBWA,1,-35.3643432,149.1536379,74.68,11.37,12.28,0.02,2.00,-101.46,-0.01,-0.45,0.08,-3.59,-2.45,-12.03,0.77,-0.77,60
126.92,FBWA,MANUAL,0,-35.3643475,149.1536116,74.52,11.46,12.31,0.02,1.92,-101.45,-0.01,-0.41,0.07,-3.63,-2.45,-12.06,0.78,-0.78,60
127.13,FBWA,MANUAL,0,-35.3643519,149.1535852,74.36,11.44,12.34,0.02,1.85,-101.44,-0.02,-0.39,0.07,-3.66,-2.46,-12.09,0.79,-0.79,60
127.33,FBWA,MANUAL,0,-35.3643562,149.1535587,74.21,11.45,12.37,0.02,1.79,-101.42,-0.02,-0.36,0.07,-3.66,-2.46,-12.12,0.79,-0.79,60
127.54,FBWA,MANUAL,0,-35.3643606,149.1535319,74.05,11.51,12.40,0.02,1.72,-101.40,-0.03,-0.34,0.07,-3.69,-2.46,-12.15,0.80,-0.80,60
127.74,FBWA,FBWA,1,-35.3643650,149.1535049,73.89,11.53,12.45,0.02,1.64,-101.38,-0.02,-0.31,0.07,-3.68,-2.47,-12.19,0.80,-0.80,60
127.95,FBWA,MANUAL,0,-35.3643717,149.1534642,73.64,11.65,12.52,0.02,1.54,-101.34,-0.02,-0.26,0.07,-3.71,-2.47,-12.26,0.81,-0.81,60
128.15,FBWA,MANUAL,0,-35.3643762,149.1534369,73.47,11.68,12.56,0.02,1.48,-101.32,-0.02,-0.24,0.07,-3.69,-2.48,-12.31,0.81,-0.81,60
128.36,FBWA,MANUAL,0,-35.3643806,149.1534098,73.31,11.70,12.59,0.02,1.44,-101.30,-0.02,-0.21,0.07,-3.68,-2.48,-12.34,0.81,-0.81,60
128.56,FBWA,FBWA,1,-35.3643850,149.1533828,73.15,11.67,12.62,0.01,1.41,-101.29,-0.02,-0.20,0.07,-3.67,-2.48,-12.37,0.81,-0.81,60
128.77,FBWA,FBWA,1,-35.3643894,149.1533557,72.99,11.74,12.65,0.01,1.39,-101.28,-0.02,-0.16,0.07,-3.67,-2.48,-12.39,0.81,-0.81,60
128.97,FBWA,MANUAL,0,-35.3643938,149.1533286,72.83,11.85,12.67,0.01,1.37,-101.27,-0.02,-0.15,0.07,-3.66,-2.48,-12.42,0.81,-0.81,60
129.18,FBWA,MANUAL,0,-35.3643982,149.1533014,72.67,11.84,12.69,0.01,1.36,-101.26,-0.02,-0.12,0.07,-3.61,-2.48,-12.44,0.80,-0.80,60
129.38,FBWA,MANUAL,0,-35.3644026,149.1532741,72.50,11.87,12.72,0.01,1.34,-101.24,-0.02,-0.10,0.07,-3.60,-2.49,-12.47,0.80,-0.80,60
129.59,FBWA,FBWA,1,-35.3644071,149.1532467,72.34,11.95,12.74,0.01,1.33,-101.23,-0.01,-0.10,0.07,-3.55,-2.49,-12.49,0.79,-0.79,60
129.80,FBWA,FBWA,1,-35.3644115,149.1532190,72.19,11.95,12.77,0.01,1.30,-101.21,-0.02,-0.06,0.07,-3.54,-2.49,-12.52,0.79,-0.79,60
130.00,FBWA,MANUAL,0,-35.3644160,149.1531912,72.03,12.03,12.81,0.01,1.28,-101.18,-0.02,-0.06,0.07,-3.49,-2.49,-12.56,0.78,-0.78,60
130.20,FBWA,MANUAL,0,-35.3644205,149.1531632,71.88,11.98,12.84,0.01,1.26,-101.16,-0.02,-0.03,0.07,-3.48,-2.49,-12.59,0.78,-0.78,60
130.41,FBWA,MANUAL,0,-35.3644250,149.1531352,71.72,11.92,12.88,0.01,1.24,-101.13,-0.02,-0.03,0.07,-3.42,-2.50,-12.63,0.77,-0.77,60
130.61,FBWA,FBWA,1,-35.3644294,149.1531074,71.57,11.93,12.90,0.01,1.24,-101.12,-0.02,-0.02,0.07,-3.42,-2.50,-12.65,0.77,-0.77,60
130.82,FBWA,MANUAL,0,-35.3644339,149.1530797,71.42,11.93,12.92,0.01,1.25,-101.11,-0.02,-0.01,0.06,-3.37,-2.50,-12.67,0.76,-0.76,60
131.02,FBWA,MANUAL,0,-35.3644383,149.1530519,71.26,12.00,12.93,0.01,1.27,-101.10,-0.02,0.00,0.07,-3.37,-2.50,-12.68,0.76,-0.76,60
131.23,FBWA,MANUAL,0,-35.3644427,149.1530242,71.10,11.98,12.94,0.01,1.28,-101.09,-0.01,0.00,0.07,-3.32,-2.49,-12.69,0.75,-0.75,60
131.43,FBWA,MANUAL,0,-35.3644472,149.1529964,70.95,11.97,12.95,0.01,1.29,-101.08,-0.02,0.00,0.06,-3.27,-2.49,-12.70,0.74,-0.74,60
131.64,FBWA,MANUAL,0,-35.3644516,149.1529686,70.80,12.04,12.96,0.01,1.29,-101.06,-0.01,0.00,0.07,-3.27,-2.49,-12.71,0.74,-0.74,60
131.84,FBWA,MANUAL,0,-35.3644561,149.1529403,70.65,12.14,12.98,0.01,1.29,-101.04,-0.01,0.02,0.07,-3.22,-2.49,-12.73,0.73,-0.73,60
132.05,FBWA,MANUAL,0,-35.3644628,149.1528979,70.42,12.13,13.01,0.02,1.28,-101.00,-0.01,0.02,0.07,-3.21,-2.49,-12.77,0.73,-0.73,60
132.25,FBWA,MANUAL,0,-35.3644673,149.1528695,70.28,12.19,13.04,0.02,1.27,-100.98,-0.02,0.01,0.07,-3.16,-2.49,-12.79,0.72,-0.72,60
132.46,FBWA,MANUAL,0,-35.3644717,149.1528412,70.14,12.24,13.05,0.02,1.27,-100.96,-0.02,0.02,0.07,-3.11,-2.49,-12.81,0.71,-0.71,60
132.66,FBWA,MANUAL,0,-35.3644761,149.1528131,70.00,12.24,13.06,0.02,1.29,-100.95,-0.02,0.02,0.07,-3.11,-2.49,-12.81,0.71,-0.71,60
132.87,FBWA,MANUAL,0,-35.3644806,149.1527850,69.86,12.24,13.06,0.02,1.30,-100.94,-0.02,0.01,0.07,-3.07,-2.48,-12.82,0.70,-0.70,60
133.07,FBWA,MANUAL,0,-35.3644850,149.1527570,69.72,12.19,13.06,0.02,1.32,-100.93,-0.01,0.00,0.07,-3.07,-2.48,-12.82,0.70,-0.70,60
133.28,FBWA,MANUAL,0,-35.3644893,149.1527290,69.58,12.20,13.06,0.02,1.33,-100.92,-0.01,-0.00,0.07,-3.03,-2.47,-12.82,0.69,-0.69,60
133.48,FBWA,MANUAL,0,-35.3644937,149.1527009,69.44,12.16,13.06,0.02,1.34,-100.90,-0.02,0.00,0.07,-3.03,-2.47,-12.82,0.69,-0.69,60
133.69,FBWA,MANUAL,0,-35.3644981,149.1526728,69.31,12.13,13.07,0.02,1.34,-100.89,-0.02,-0.01,0.07,-3.02,-2.47,-12.83,0.69,-0.69,60
133.89,FBWA,MANUAL,0,-35.3645025,149.1526445,69.17,12.18,13.07,0.02,1.34,-100.87,-0.02,-0.02,0.06,-2.98,-2.46,-12.83,0.68,-0.68,60
134.10,FBWA,MANUAL,0,-35.3645069,149.1526160,69.03,12.28,13.09,0.02,1.33,-100.85,-0.02,-0.03,0.07,-2.98,-2.46,-12.85,0.68,-0.68,60
134.30,FBWA,MANUAL,0,-35.3645114,149.1525874,68.89,12.23,13.10,0.02,1.31,-100.83,-0.01,-0.02,0.07,-2.97,-2.46,-12.86,0.68,-0.68,60
134.51,FBWA,MANUAL,0,-35.3645158,149.1525588,68.76,12.27,13.12,0.02,1.29,-100.80,-0.02,-0.03,0.07,-2.97,-2.46,-12.88,0.68,-0.68,60
134.71,FBWA,FBWA,1,-35.3645202,149.1525303,68.62,12.21,13.13,0.02,1.28,-100.78,-0.01,-0.03,0.07,-2.97,-2.46,-12.89,0.68,-0.68,60
