time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
149.05,FBWA,FBWA,1,-35.3648512,149.1502261,57.19,12.80,13.59,0.02,0.44,-99.43,-0.02,-0.05,0.07,-3.03,-2.20,-13.41,0.72,-0.72,60
149.25,FBWA,FBWA,1,-35.3648552,149.1501963,57.04,12.74,13.61,0.02,0.42,-99.40,-0.01,-0.04,0.07,-3.03,-2.20,-13.42,0.72,-0.72,60
149.45,FBWA,MANUAL,0,-35.3648591,149.1501664,56.89,12.72,13.62,0.02,0.40,-99.37,-0.02,-0.04,0.06,-3.03,-2.20,-13.44,0.72,-0.72,60
149.66,FBWA,MANUAL,0,-35.3648631,149.1501365,56.74,12.75,13.64,0.02,0.38,-99.34,-0.02,-0.04,0.07,-3.02,-2.19,-13.45,0.72,-0.72,60
149.86,FBWA,MANUAL,0,-35.3648670,149.1501069,56.60,12.67,13.64,0.02,0.38,-99.33,-0.02,-0.04,0.07,-3.02,-2.19,-13.46,0.72,-0.72,60
150.07,FBWA,FBWA,1,-35.3648709,149.1500774,56.46,12.75,13.64,0.02,0.39,-99.31,-0.02,-0.03,0.07,-3.02,-2.19,-13.46,0.72,-0.72,60
150.27,FBWA,FBWA,1,-35.3648747,149.1500479,56.31,12.78,13.64,0.02,0.40,-99.30,-0.02,-0.04,0.07,-3.02,-2.18,-13.45,0.72,-0.72,60
150.48,FBWA,MANUAL,0,-35.3648786,149.1500185,56.16,12.74,13.63,0.02,0.40,-99.29,-0.02,-0.05,0.07,-3.07,-2.18,-13.45,0.73,-0.73,60
150.68,FBWA,MANUAL,0,-35.3648844,149.1499743,55.94,12.73,13.63,0.02,0.40,-99.27,-0.02,-0.03,0.06,-3.07,-2.17,-13.45,0.73,-0.73,60
150.89,FBWA,MANUAL,0,-35.3648882,149.1499446,55.79,12.71,13.63,0.02,0.39,-99.25,-0.02,-0.03,0.07,-3.07,-2.16,-13.45,0.73,-0.73,60
151.09,FBWA,MANUAL,0,-35.3648921,149.1499148,55.65,12.70,13.64,0.02,0.38,-99.23,-0.02,-0.03,0.07,-3.07,-2.16,-13.46,0.73,-0.73,60
151.30,FBWA,MANUAL,0,-35.3648960,149.1498849,55.50,12.78,13.65,0.02,0.36,-99.20,-0.01,-0.03,0.06,-3.06,-2.16,-13.48,0.73,-0.73,60
151.50,FBWA,MANUAL,0,-35.3648998,149.1498550,55.36,12.84,13.67,0.03,0.34,-99.17,-0.01,-0.03,0.06,-3.06,-2.16,-13.49,0.73,-0.73,60
151.71,FBWA,MANUAL,0,-35.3649037,149.1498252,55.21,12.81,13.68,0.03,0.33,-99.15,-0.02,-0.03,0.06,-3.06,-2.15,-13.50,0.73,-0.73,60
151.91,FBWA,MANUAL,0,-35.3649075,149.1497955,55.07,12.80,13.67,0.02,0.34,-99.14,-0.02,-0.04,0.07,-3.06,-2.15,-13.50,0.73,-0.73,60
152.11,FBWA,MANUAL,0,-35.3649113,149.1497660,54.92,12.76,13.67,0.02,0.35,-99.13,-0.02,-0.03,0.07,-3.06,-2.14,-13.49,0.73,-0.73,60
152.32,FBWA,MANUAL,0,-35.3649151,149.1497365,54.77,12.76,13.66,0.02,0.35,-99.12,-0.02,-0.03,0.07,-3.06,-2.14,-13.49,0.73,-0.73,60
152.52,FBWA,MANUAL,0,-35.3649189,149.1497070,54.63,12.72,13.66,0.02,0.36,-99.10,-0.01,-0.03,0.06,-3.06,-2.13,-13.49,0.73,-0.73,60
152.73,FBWA,MANUAL,0,-35.3649227,149.1496775,54.48,12.80,13.65,0.02,0.36,-99.09,-0.02,-0.03,0.07,-3.06,-2.13,-13.48,0.73,-0.73,60
152.93,FBWA,MANUAL,0,-35.3649265,149.1496480,54.34,12.79,13.65,0.02,0.36,-99.08,-0.02,-0.05,0.06,-3.06,-2.12,-13.48,0.73,-0.73,60
153.13,FBWA,FBWA,1,-35.3649302,149.1496182,54.19,12.81,13.65,0.02,0.35,-99.06,-0.02,-0.04,0.07,-3.06,-2.12,-13.48,0.73,-0.73,60
153.34,FBWA,MANUAL,0,-35.3649341,149.1495883,54.03,12.80,13.67,0.02,0.33,-99.03,-0.02,-0.04,0.07,-3.06,-2.12,-13.49,0.73,-0.73,60
153.54,FBWA,MANUAL,0,-35.3649379,149.1495583,53.88,12.84,13.68,0.02,0.31,-99.00,-0.02,-0.04,0.07,-3.06,-2.11,-13.51,0.73,-0.73,60
153.75,FBWA,MANUAL,0,-35.3649417,149.1495283,53.74,12.80,13.69,0.02,0.29,-98.98,-0.02,-0.03,0.07,-3.05,-2.11,-13.52,0.73,-0.73,60
153.95,FBWA,MANUAL,0,-35.3649454,149.1494983,53.59,12.82,13.70,0.02,0.28,-98.95,-0.02,-0.03,0.07,-3.05,-2.11,-13.53,0.73,-0.73,60
154.16,FBWA,FBWA,1,-35.3649492,149.1494686,53.44,12.79,13.70,0.03,0.29,-98.94,-0.00,-0.03,0.06,-3.05,-2.10,-13.53,0.73,-0.73,60
154.36,FBWA,MANUAL,0,-35.3649529,149.1494390,53.30,12.80,13.70,0.03,0.30,-98.93,0.01,-0.03,0.06,-3.05,-2.10,-13.53,0.73,-0.73,60
154.57,FBWA,MANUAL,0,-35.3649566,149.1494094,53.15,12.82,13.69,0.03,0.30,-98.92,-0.01,-0.02,0.06,-3.05,-2.09,-13.53,0.73,-0.73,60
154.77,FBWA,MANUAL,0,-35.3649603,149.1493798,53.01,12.86,13.69,0.03,0.31,-98.91,-0.03,-0.04,0.06,-3.05,-2.09,-13.52,0.73,-0.73,60
154.98,FBWA,MANUAL,0,-35.3649640,149.1493502,52.86,12.88,13.68,0.03,0.31,-98.90,-0.02,-0.04,0.06,-3.05,-2.08,-13.52,0.73,-0.73,60
155.18,FBWA,FBWA,1,-35.3649696,149.1493054,52.63,12.81,13.69,0.03,0.29,-98.87,-0.02,-0.03,0.06,-3.05,-2.08,-13.53,0.73,-0.73,60
155.39,FBWA,MANUAL,0,-35.3649733,149.1492754,52.49,12.83,13.70,0.03,0.28,-98.85,-0.02,-0.03,0.06,-3.05,-2.07,-13.54,0.73,-0.73,60
155.59,FBWA,MANUAL,0,-35.3649770,149.1492453,52.34,12.90,13.72,0.03,0.26,-98.82,-0.03,-0.03,0.06,-3.05,-2.07,-13.55,0.73,-0.73,60
155.80,FBWA,MANUAL,0,-35.3649808,149.1492152,52.19,12.90,13.73,0.03,0.24,-98.79,-0.02,-0.03,0.06,-3.05,-2.07,-13.56,0.73,-0.73,60
156.00,FBWA,FBWA,1,-35.3649845,149.1491854,52.04,12.89,13.73,0.03,0.24,-98.78,-0.02,-0.03,0.06,-3.04,-2.07,-13.57,0.73,-0.73,60
156.20,FBWA,FBWA,1,-35.3649881,149.1491556,51.89,12.84,13.73,0.02,0.25,-98.77,-0.03,-0.02,0.06,-3.09,-2.06,-13.56,0.74,-0.74,60
156.41,FBWA,MANUAL,0,-35.3649918,149.1491260,51.74,12.81,13.72,0.02,0.26,-98.76,-0.04,-0.02,0.06,-3.09,-2.06,-13.56,0.74,-0.74,60
156.61,FBWA,MANUAL,0,-35.3649954,149.1490963,51.59,12.86,13.72,0.02,0.27,-98.75,-0.02,-0.04,0.06,-3.09,-2.05,-13.56,0.74,-0.74,60
156.82,FBWA,MANUAL,0,-35.3649990,149.1490667,51.44,12.86,13.71,0.02,0.27,-98.74,-0.00,-0.03,0.06,-3.09,-2.05,-13.55,0.74,-0.74,60
157.02,FBWA,FBWA,1,-35.3650026,149.1490370,51.29,12.89,13.71,0.02,0.27,-98.72,-0.03,-0.03,0.06,-3.09,-2.04,-13.55,0.74,-0.74,60
157.23,FBWA,FBWA,1,-35.3650063,149.1490072,51.14,12.83,13.70,0.02,0.27,-98.71,-0.01,-0.03,0.06,-3.09,-2.04,-13.55,0.74,-0.74,60
157.43,FBWA,MANUAL,0,-35.3650099,149.1489772,50.99,12.85,13.71,0.02,0.26,-98.69,-0.03,-0.03,0.06,-3.09,-2.03,-13.56,0.74,-0.74,60
157.63,FBWA,MANUAL,0,-35.3650136,149.1489471,50.84,12.88,13.73,0.02,0.24,-98.66,-0.01,-0.03,0.06,-3.09,-2.03,-13.57,0.74,-0.74,60
157.84,FBWA,MANUAL,0,-35.3650172,149.1489169,50.70,12.92,13.74,0.02,0.22,-98.63,-0.03,-0.03,0.06,-3.08,-2.03,-13.58,0.74,-0.74,60
158.04,FBWA,FBWA,1,-35.3650209,149.1488867,50.55,12.82,13.75,0.02,0.21,-98.61,-0.01,-0.03,0.06,-3.08,-2.03,-13.60,0.74,-0.74,60
158.24,FBWA,FBWA,1,-35.3650245,149.1488568,50.40,12.86,13.75,0.02,0.21,-98.59,-0.02,-0.02,0.06,-3.08,-2.02,-13.60,0.74,-0.74,60
158.45,FBWA,MANUAL,0,-35.3650281,149.1488270,50.25,12.85,13.75,0.02,0.22,-98.58,-0.02,-0.01,0.06,-3.08,-2.02,-13.60,0.74,-0.74,60
158.65,FBWA,MANUAL,0,-35.3650317,149.1487972,50.10,12.87,13.75,0.02,0.23,-98.57,-0.02,-0.03,0.06,-3.08,-2.02,-13.59,0.74,-0.74,60
158.86,FBWA,MANUAL,0,-35.3650352,149.1487675,49.95,12.85,13.74,0.02,0.24,-98.56,-0.02,-0.03,0.06,-3.08,-2.01,-13.59,0.74,-0.74,60
159.06,FBWA,FBWA,1,-35.3650388,149.1487378,49.80,12.84,13.73,0.02,0.24,-98.55,-0.02,-0.03,0.06,-3.09,-2.01,-13.58,0.74,-0.74,60
159.26,FBWA,FBWA,1,-35.3650423,149.1487080,49.65,12.88,13.73,0.01,0.24,-98.54,-0.02,-0.03,0.06,-3.09,-2.00,-13.58,0.74,-0.74,60
159.47,FBWA,MANUAL,0,-35.3650459,149.1486779,49.51,12.93,13.74,0.01,0.23,-98.52,-0.03,-0.03,0.06,-3.08,-2.00,-13.59,0.74,-0.74,60
159.67,FBWA,MANUAL,0,-35.3650495,149.1486478,49.36,12.94,13.75,0.01,0.21,-98.49,-0.03,-0.03,0.06,-3.08,-2.00,-13.60,0.74,-0.74,60
159.87,FBWA,MANUAL,0,-35.3650531,149.1486175,49.21,12.88,13.76,0.01,0.19,-98.46,-0.02,-0.03,0.06,-3.08,-1.99,-13.61,0.74,-0.74,60
160.08,FBWA,FBWA,1,-35.3650584,149.1485723,48.99,12.89,13.78,0.01,0.18,-98.43,-0.02,-0.02,0.06,-3.08,-1.99,-13.63,0.74,-0.74,60
160.28,FBWA,FBWA,1,-35.3650602,149.1485573,48.91,12.92,13.78,0.01,0.18,-98.42,-0.01,-0.03,0.06,-3.08,-1.99,-13.63,0.74,-0.74,60
160.49,FBWA,FBWA,1,-35.3650655,149.1485126,48.68,12.94,13.77,0.01,0.20,-98.41,-0.02,-0.02,0.06,-3.08,-1.98,-13.62,0.74,-0.74,60
160.69,FBWA,MANUAL,0,-35.3650690,149.1484828,48.53,12.97,13.76,0.01,0.21,-98.40,-0.01,-0.02,0.06,-3.08,-1.98,-13.61,0.74,-0.74,60
160.90,FBWA,MANUAL,0,-35.3650725,149.1484530,48.37,12.95,13.76,0.01,0.21,-98.39,-0.03,-0.04,0.06,-3.08,-1.97,-13.61,0.74,-0.74,60
161.10,FBWA,FBWA,1,-35.3650760,149.1484232,48.22,12.96,13.75,0.01,0.21,-98.38,-0.01,-0.03,0.06,-3.08,-1.97,-13.60,0.74,-0.74,60
161.31,FBWA,FBWA,1,-35.3650795,149.1483932,48.07,12.93,13.75,0.01,0.21,-98.36,-0.03,-0.03,0.06,-3.08,-1.96,-13.61,0.74,-0.74,60
161.51,FBWA,MANUAL,0,-35.3650830,149.1483630,47.92,12.98,13.76,0.01,0.19,-98.34,-0.01,-0.03,0.05,-3.08,-1.96,-13.62,0.74,-0.74,60
161.72,FBWA,MANUAL,0,-35.3650865,149.1483328,47.77,12.92,13.77,0.01,0.17,-98.31,-0.03,-0.03,0.05,-3.08,-1.96,-13.63,0.74,-0.74,60
161.92,FBWA,MANUAL,0,-35.3650900,149.1483025,47.63,12.88,13.79,0.01,0.16,-98.28,-0.01,-0.03,0.06,-3.07,-1.95,-13.64,0.74,-0.74,60
162.12,FBWA,FBWA,1,-35.3650935,149.1482723,47.48,12.86,13.79,0.01,0.15,-98.26,-0.02,-0.03,0.06,-3.07,-1.95,-13.65,0.74,-0.74,60
162.33,FBWA,FBWA,1,-35.3650969,149.1482424,47.34,12.88,13.79,0.01,0.15,-98.25,-0.02,-0.02,0.06,-3.07,-1.95,-13.65,0.74,-0.74,60
162.53,FBWA,MANUAL,0,-35.3651004,149.1482125,47.19,12.91,13.78,0.01,0.17,-98.24,-0.01,-0.02,0.06,-3.07,-1.94,-13.64,0.74,-0.74,60
162.74,FBWA,MANUAL,0,-35.3651038,149.1481827,47.05,12.94,13.78,0.01,0.18,-98.23,-0.02,-0.02,0.06,-3.07,-1.94,-13.64,0.74,-0.74,60
162.94,FBWA,MANUAL,0,-35.3651072,149.1481529,46.90,12.89,13.77,0.01,0.18,-98.22,-0.02,-0.02,0.05,-3.08,-1.93,-13.63,0.74,-0.74,60
163.15,FBWA,FBWA,1,-35.3651107,149.1481231,46.75,12.89,13.77,0.01,0.19,-98.21,-0.01,-0.01,0.05,-3.08,-1.93,-13.62,0.74,-0.74,60
163.35,FBWA,FBWA,1,-35.3651141,149.1480932,46.60,12.89,13.76,0.01,0.19,-98.20,-0.02,-0.02,0.06,-3.08,-1.92,-13.62,0.74,-0.74,60
163.55,FBWA,MANUAL,0,-35.3651175,149.1480631,46.45,12.90,13.76,0.01,0.19,-98.18,-0.02,-0.02,0.06,-3.08,-1.92,-13.62,0.74,-0.74,60
163.76,FBWA,MANUAL,0,-35.3651210,149.1480329,46.29,12.91,13.77,0.01,0.17,-98.16,-0.03,-0.02,0.06,-3.08,-1.92,-13.63,0.74,-0.74,60
163.96,FBWA,MANUAL,0,-35.3651244,149.1480026,46.14,12.93,13.79,0.01,0.16,-98.13,-0.01,-0.01,0.06,-3.07,-1.92,-13.65,0.74,-0.74,60
164.17,FBWA,FBWA,1,-35.3651279,149.1479722,45.99,12.94,13.80,0.01,0.14,-98.10,-0.02,-0.01,0.05,-3.07,-1.91,-13.66,0.74,-0.74,60
164.37,FBWA,FBWA,1,-35.3651313,149.1479420,45.84,12.92,13.81,0.01,0.14,-98.08,-0.03,-0.01,0.06,-3.07,-1.91,-13.67,0.74,-0.74,60
164.58,FBWA,MANUAL,0,-35.3651347,149.1479120,45.69,12.93,13.80,0.01,0.14,-98.07,-0.00,-0.03,0.06,-3.07,-1.91,-13.67,0.74,-0.74,60
164.78,FBWA,MANUAL,0,-35.3651397,149.1478671,45.48,12.89,13.80,0.01,0.16,-98.06,-0.01,-0.03,0.06,-3.07,-1.90,-13.66,0.74,-0.74,60
164.99,FBWA,FBWA,1,-35.3651431,149.1478372,45.33,12.94,13.79,0.01,0.16,-98.05,-0.02,-0.02,0.06,-3.07,-1.89,-13.65,0.74,-0.74,60
165.19,FBWA,FBWA,1,-35.3651464,149.1478074,45.17,12.93,13.78,0.01,0.17,-98.04,-0.01,-0.02,0.05,-3.07,-1.89,-13.65,0.74,-0.74,60
165.40,FBWA,FBWA,1,-35.3651498,149.1477775,45.03,12.96,13.78,0.01,0.17,-98.02,-0.03,-0.02,0.06,-3.08,-1.88,-13.64,0.74,-0.74,60
165.60,FBWA,MANUAL,0,-35.3651531,149.1477472,44.88,12.95,13.79,0.01,0.16,-98.00,-0.02,-0.02,0.06,-3.07,-1.88,-13.65,0.74,-0.74,60
165.81,FBWA,MANUAL,0,-35.3651565,149.1477169,44.73,12.89,13.80,0.01,0.14,-97.97,-0.03,-0.02,0.05,-3.07,-1.88,-13.66,0.74,-0.74,60
166.01,FBWA,FBWA,1,-35.3651599,149.1476865,44.58,12.88,13.81,0.01,0.13,-97.95,-0.01,-0.02,0.06,-3.07,-1.88,-13.68,0.74,-0.74,60
166.22,FBWA,FBWA,1,-35.3651632,149.1476561,44.43,12.90,13.82,0.01,0.11,-97.92,-0.03,-0.02,0.05,-3.07,-1.87,-13.69,0.74,-0.74,60
166.42,FBWA,FBWA,1,-35.3651666,149.1476260,44.28,12.93,13.82,0.01,0.11,-97.91,-0.01,-0.02,0.06,-3.07,-1.87,-13.69,0.74,-0.74,60
166.62,FBWA,MANUAL,0,-35.3651699,149.1475960,44.14,12.98,13.82,0.01,0.13,-97.90,-0.02,-0.02,0.06,-3.07,-1.86,-13.68,0.74,-0.74,60
166.83,FBWA,MANUAL,0,-35.3651732,149.1475661,43.99,12.97,13.81,0.01,0.14,-97.89,-0.01,-0.01,0.05,-3.07,-1.86,-13.68,0.74,-0.74,60
167.04,FBWA,FBWA,1,-35.3651765,149.1475362,43.84,12.91,13.80,0.01,0.15,-97.88,-0.02,-0.02,0.06,-3.07,-1.86,-13.67,0.74,-0.74,60
167.24,FBWA,FBWA,1,-35.3651797,149.1475063,43.70,12.97,13.80,0.01,0.15,-97.87,-0.01,-0.02,0.06,-3.07,-1.85,-13.67,0.74,-0.74,60
167.45,FBWA,FBWA,1,-35.3651830,149.1474763,43.55,12.95,13.79,0.01,0.15,-97.86,-0.02,-0.03,0.06,-3.07,-1.85,-13.66,0.74,-0.74,60
167.65,FBWA,MANUAL,0,-35.3651863,149.1474463,43.41,12.94,13.79,0.01,0.15,-97.84,-0.01,-0.03,0.06,-3.07,-1.84,-13.66,0.74,-0.74,60
167.86,FBWA,MANUAL,0,-35.3651896,149.1474161,43.26,12.89,13.79,0.01,0.14,-97.82,-0.03,-0.03,0.06,-3.07,-1.84,-13.67,0.74,-0.74,60
168.06,FBWA,FBWA,1,-35.3651929,149.1473857,43.11,12.93,13.81,0.01,0.12,-97.79,-0.01,-0.03,0.06,-3.07,-1.84,-13.68,0.74,-0.74,60
168.26,FBWA,FBWA,1,-35.3651962,149.1473553,42.96,12.96,13.82,0.01,0.10,-97.77,-0.03,-0.03,0.06,-3.07,-1.83,-13.69,0.74,-0.74,60
168.47,FBWA,FBWA,1,-35.3651995,149.1473249,42.82,12.96,13.83,0.01,0.09,-97.74,-0.01,-0.02,0.06,-3.06,-1.83,-13.70,0.74,-0.74,60
168.67,FBWA,MANUAL,0,-35.3652027,149.1472947,42.67,12.98,13.83,0.01,0.09,-97.73,-0.02,-0.02,0.05,-3.06,-1.83,-13.71,0.74,-0.74,60
168.88,FBWA,MANUAL,0,-35.3652060,149.1472646,42.52,12.95,13.83,0.01,0.10,-97.72,-0.00,-0.03,0.06,-3.06,-1.82,-13.70,0.74,-0.74,60
169.08,FBWA,FBWA,1,-35.3652092,149.1472347,42.37,13.02,13.82,0.01,0.11,-97.71,-0.02,-0.02,0.05,-3.06,-1.82,-13.70,0.74,-0.74,60
169.28,FBWA,FBWA,1,-35.3652140,149.1471897,42.15,12.98,13.81,0.01,0.12,-97.69,-0.03,-0.02,0.05,-3.07,-1.81,-13.69,0.74,-0.74,60
169.49,FBWA,FBWA,1,-35.3652172,149.1471598,42.00,12.95,13.81,0.01,0.12,-97.68,-0.01,-0.02,0.06,-3.07,-1.81,-13.68,0.74,-0.74,60
169.69,FBWA,MANUAL,0,-35.3652204,149.1471296,41.85,12.92,13.81,0.01,0.12,-97.66,-0.02,-0.02,0.05,-3.07,-1.80,-13.68,0.74,-0.74,60
169.90,FBWA,MANUAL,0,-35.3652236,149.1470992,41.70,12.93,13.82,0.01,0.11,-97.64,-0.02,-0.02,0.05,-3.07,-1.80,-13.69,0.74,-0.74,60
170.10,FBWA,FBWA,1,-35.3652269,149.1470688,41.55,12.87,13.83,0.01,0.09,-97.61,-0.02,-0.02,0.05,-3.07,-1.80,-13.70,0.74,-0.74,60
170.31,FBWA,FBWA,1,-35.3652301,149.1470384,41.41,12.88,13.84,0.01,0.08,-97.59,-0.02,-0.02,0.06,-3.06,-1.79,-13.72,0.74,-0.74,60
170.51,FBWA,FBWA,1,-35.3652333,149.1470080,41.26,12.87,13.85,0.01,0.07,-97.56,-0.01,-0.02,0.06,-3.06,-1.79,-13.72,0.74,-0.74,60
170.72,FBWA,MANUAL,0,-35.3652364,149.1469779,41.11,12.89,13.84,0.01,0.08,-97.55,-0.01,-0.01,0.05,-3.06,-1.79,-13.72,0.74,-0.74,60
170.92,FBWA,MANUAL,0,-35.3652396,149.1469479,40.96,12.88,13.84,0.01,0.09,-97.55,-0.01,-0.01,0.06,-3.06,-1.78,-13.72,0.74,-0.74,60
171.13,FBWA,MANUAL,0,-35.3652427,149.1469179,40.81,12.87,13.83,0.01,0.10,-97.54,-0.01,-0.01,0.06,-3.06,-1.78,-13.71,0.74,-0.74,60
171.33,FBWA,MANUAL,0,-35.3652459,149.1468879,40.66,12.90,13.82,0.01,0.11,-97.53,-0.01,-0.02,0.06,-3.07,-1.77,-13.70,0.74,-0.74,60
171.53,FBWA,MANUAL,0,-35.3652490,149.1468580,40.51,12.92,13.82,0.01,0.12,-97.51,-0.02,-0.01,0.06,-3.07,-1.77,-13.70,0.74,-0.74,60
171.74,FBWA,MANUAL,0,-35.3652521,149.1468278,40.36,12.90,13.81,0.01,0.12,-97.50,-0.02,-0.01,0.05,-3.07,-1.76,-13.69,0.74,-0.74,60
171.94,FBWA,MANUAL,0,-35.3652553,149.1467977,40.21,13.01,13.81,0.01,0.12,-97.48,-0.02,-0.01,0.06,-3.07,-1.76,-13.69,0.74,-0.74,60
172.15,FBWA,MANUAL,0,-35.3652584,149.1467673,40.06,13.00,13.82,0.01,0.11,-97.46,-0.01,-0.01,0.06,-3.07,-1.76,-13.70,0.74,-0.74,60
172.35,FBWA,MANUAL,0,-35.3652616,149.1467369,39.90,13.02,13.83,0.01,0.09,-97.43,-0.02,-0.01,0.06,-3.06,-1.75,-13.72,0.74,-0.74,60
172.56,FBWA,MANUAL,0,-35.3652647,149.1467065,39.75,12.95,13.84,0.01,0.08,-97.41,-0.02,-0.01,0.06,-3.06,-1.75,-13.72,0.74,-0.74,60
172.76,FBWA,MANUAL,0,-35.3652678,149.1466763,39.60,12.92,13.84,0.01,0.09,-97.39,-0.02,-0.01,0.06,-3.06,-1.75,-13.72,0.74,-0.74,60
172.97,FBWA,MANUAL,0,-35.3652709,149.1466462,39.45,12.97,13.84,0.01,0.10,-97.38,-0.01,-0.02,0.06,-3.06,-1.74,-13.72,0.74,-0.74,60
173.17,FBWA,MANUAL,0,-35.3652740,149.1466162,39.30,12.97,13.83,0.01,0.10,-97.37,-0.01,-0.03,0.06,-3.07,-1.74,-13.71,0.74,-0.74,60
173.38,FBWA,MANUAL,0,-35.3652771,149.1465861,39.15,12.93,13.82,0.01,0.11,-97.36,-0.02,-0.03,0.06,-3.07,-1.73,-13.71,0.74,-0.74,60
173.58,FBWA,MANUAL,0,-35.3652817,149.1465411,38.92,12.98,13.82,0.01,0.11,-97.34,-0.02,-0.03,0.06,-3.07,-1.73,-13.70,0.74,-0.74,60
173.79,FBWA,MANUAL,0,-35.3652847,149.1465109,38.78,12.93,13.82,0.01,0.11,-97.33,-0.01,-0.02,0.06,-3.07,-1.72,-13.70,0.74,-0.74,60
173.99,FBWA,FBWA,1,-35.3652878,149.1464805,38.63,12.94,13.82,0.01,0.10,-97.30,-0.03,-0.02,0.06,-3.07,-1.72,-13.71,0.74,-0.74,60
174.20,FBWA,MANUAL,0,-35.3652909,149.1464500,38.48,12.97,13.84,0.01,0.08,-97.28,-0.02,-0.02,0.06,-3.06,-1.71,-13.72,0.74,-0.74,60
174.50,FBWB,FBWB,1,-35.3652955,149.1464041,38.26,12.98,13.86,0.01,0.24,-97.24,-0.01,0.25,0.05,-3.10,-1.71,-13.75,0.75,-0.75,48
174.70,FBWB,MANUAL,0,-35.3652985,149.1463738,38.09,12.92,13.76,0.01,0.24,-97.21,-0.02,-0.23,0.06,-3.74,-1.69,-13.65,0.90,-0.90,28
174.91,FBWB,MANUAL,0,-35.3653015,149.1463439,37.90,12.84,13.70,0.01,0.17,-97.20,-0.02,-0.44,0.06,-4.38,-1.68,-13.59,1.05,-1.05,24
175.11,FBWB,FBWB,1,-35.3653045,149.1463142,37.67,12.85,13.64,0.01,0.10,-97.19,-0.02,-0.46,0.05,-4.82,-1.67,-13.53,1.15,-1.15,25
175.32,FBWB,MANUAL,0,-35.3653074,149.1462847,37.43,12.86,13.58,0.01,0.03,-97.19,-0.01,-0.36,0.06,-5.09,-1.66,-13.48,1.21,-1.21,26
175.52,FBWB,MANUAL,0,-35.3653104,149.1462553,37.18,12.78,13.53,0.01,-0.01,-97.18,-0.01,-0.21,0.06,-5.28,-1.65,-13.42,1.25,-1.25,27
175.72,FBWB,MANUAL,0,-35.3653133,149.1462260,36.92,12.71,13.48,0.01,-0.02,-97.16,-0.01,-0.01,0.06,-5.47,-1.64,-13.37,1.29,-1.29,29
175.93,FBWB,MANUAL,0,-35.3653162,149.1461965,36.66,12.69,13.43,0.01,0.00,-97.15,-0.01,0.22,0.06,-5.57,-1.63,-13.33,1.31,-1.31,30
176.14,FBWB,FBWB,1,-35.3653191,149.1461671,36.40,12.65,13.39,0.01,0.06,-97.13,-0.03,0.44,0.06,-5.59,-1.62,-13.28,1.31,-1.31,32
176.34,FBWB,MANUAL,0,-35.3653220,149.1461377,36.14,12.60,13.34,0.01,0.17,-97.10,-0.01,0.71,0.06,-5.61,-1.61,-13.24,1.31,-1.31,34
176.54,FBWB,MANUAL,0,-35.3653249,149.1461083,35.87,12.49,13.29,0.01,0.33,-97.08,-0.02,0.95,0.06,-5.59,-1.60,-13.18,1.30,-1.30,36
176.75,FBWB,MANUAL,0,-35.3653277,149.1460793,35.61,12.43,13.22,0.01,0.52,-97.06,-0.02,1.03,0.06,-5.53,-1.59,-13.12,1.28,-1.28,38
176.95,FBWB,MANUAL,0,-35.3653305,149.1460506,35.35,12.35,13.14,0.01,0.75,-97.05,-0.02,1.09,0.06,-5.40,-1.58,-13.03,1.24,-1.24,39
177.16,FBWB,FBWB,1,-35.3653333,149.1460222,35.10,12.30,13.04,0.01,0.99,-97.04,-0.01,1.16,0.06,-5.26,-1.56,-12.94,1.20,-1.20,41
177.36,FBWB,MANUAL,0,-35.3653361,149.1459940,34.86,12.24,12.93,0.01,1.25,-97.03,-0.02,1.23,0.06,-5.13,-1.54,-12.84,1.16,-1.16,43
177.57,FBWB,MANUAL,0,-35.3653388,149.1459661,34.63,12.17,12.82,0.01,1.51,-97.02,-0.01,1.28,0.06,-5.00,-1.53,-12.72,1.12,-1.12,44
177.77,FBWB,MANUAL,0,-35.3653415,149.1459383,34.40,12.14,12.71,0.01,1.78,-97.01,-0.02,1.33,0.06,-4.86,-1.51,-12.62,1.08,-1.08,46
177.98,FBWB,MANUAL,0,-35.3653441,149.1459108,34.20,11.99,12.61,0.01,2.06,-97.00,-0.01,1.38,0.06,-4.67,-1.49,-12.52,1.03,-1.03,48
178.18,FBWB,FBWB,1,-35.3653468,149.1458833,34.00,11.90,12.52,0.01,2.34,-96.98,-0.02,1.45,0.06,-4.43,-1.48,-12.43,0.97,-0.97,50
178.39,FBWB,MANUAL,0,-35.3653507,149.1458421,33.72,11.82,12.42,0.01,2.78,-96.95,-0.02,1.58,0.06,-4.05,-1.46,-12.33,0.88,-0.88,53
178.59,FBWB,FBWB,1,-35.3653723,149.1456144,32.82,11.32,12.17,0.01,6.22,-96.81,-0.03,2.47,0.06,-0.38,-1.40,-12.08,0.08,-0.08,72
178.79,FBWB,FBWB,1,-35.3653748,149.1455875,32.84,11.46,12.38,0.01,6.76,-96.78,-0.03,3.11,0.06,0.97,-1.42,-12.30,-0.21,0.21,92
179.00,FBWB,MANUAL,0,-35.3653774,149.1455597,32.93,11.67,12.73,0.01,7.47,-96.75,-0.03,3.94,0.06,2.56,-1.46,-12.64,-0.57,0.57,87
