time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct,navroll_deg,navpitch_deg,ail_out,elev_out,rud_out,aoa_deg,ssa_deg
96.83,TAKEOFF,TAKEOFF,1,28.5598322,77.1159233,-0.05,17.61,17.74,3.86,3.64,-13.44,-53.05,29.51,-8.70,7.04,17.05,-4.88,-2.19,2.19,90,-5.00,11.71,1894,1418,1844,-3.00,-2.46
97.03,TAKEOFF,TAKEOFF,1,28.5598625,77.1159126,0.47,17.44,17.24,-0.93,8.59,-13.53,-9.91,22.81,3.05,8.81,16.44,-5.16,-2.67,2.67,90,-5.00,11.93,1771,1435,1816,-0.47,-3.08
97.23,TAKEOFF,TAKEOFF,1,28.5598916,77.1159018,1.14,17.14,16.55,-1.90,12.99,-13.90,-3.17,21.55,-8.39,13.29,15.78,-4.98,-3.91,3.91,90,-5.00,11.96,1699,1453,1649,0.16,-3.34
97.44,TAKEOFF,TAKEOFF,1,28.5599194,77.1158918,2.08,16.79,15.79,-4.67,16.96,-17.74,-13.86,20.33,-17.72,18.34,15.03,-4.80,-5.23,5.23,90,-5.00,11.99,1605,1473,1475,-0.73,0.22
97.64,TAKEOFF,TAKEOFF,1,28.5599455,77.1158817,3.24,16.38,14.93,-8.15,20.61,-20.20,-10.72,18.48,-2.86,22.40,14.05,-5.02,-6.15,6.15,90,-5.00,11.96,1456,1493,1452,-1.09,1.36
97.85,TAKEOFF,TAKEOFF,1,28.5599697,77.1158712,4.55,15.91,14.01,-8.99,24.14,-20.12,0.54,16.58,6.31,26.01,12.99,-5.22,-6.83,6.83,90,-5.00,11.94,1375,1516,1457,-1.52,-0.82
98.06,TAKEOFF,TAKEOFF,1,28.5599921,77.1158606,5.98,15.42,13.05,-7.64,27.41,-19.19,6.76,14.70,5.47,29.33,11.96,-5.21,-7.33,7.33,90,-5.00,11.97,1401,1542,1479,-1.87,-2.92
98.26,TAKEOFF,TAKEOFF,1,28.5600127,77.1158502,7.48,14.82,12.09,-6.26,30.13,-19.04,5.35,12.41,-0.39,32.35,10.98,-5.03,-7.65,7.65,90,-5.00,11.99,1464,1569,1485,-2.21,-3.97
98.46,TAKEOFF,TAKEOFF,1,28.5600317,77.1158403,9.04,14.12,11.16,-6.17,32.27,-20.00,0.85,10.10,-4.38,34.90,10.06,-4.81,-7.78,7.78,90,-5.00,11.99,1486,1598,1464,-2.71,-3.77
98.67,TAKEOFF,TAKEOFF,1,28.5600493,77.1158307,10.60,13.48,10.31,-7.03,33.92,-21.32,-1.74,7.80,-4.03,36.95,9.20,-4.64,-7.75,7.75,90,-5.00,11.98,1453,1629,1433,-3.10,-3.41
98.87,TAKEOFF,TAKEOFF,1,28.5600654,77.1158215,12.13,12.74,9.56,-7.80,35.11,-22.16,-1.06,5.36,-1.50,38.41,8.41,-4.52,-7.57,7.57,90,-5.00,11.97,1403,1661,1416,-3.46,-3.54
99.08,TAKEOFF,TAKEOFF,1,28.5600802,77.1158124,13.61,12.09,8.90,-7.89,35.87,-22.40,1.07,2.80,0.16,39.27,7.72,-4.41,-7.27,7.27,90,-5.00,11.96,1377,1695,1416,-3.87,-4.45
99.29,TAKEOFF,TAKEOFF,1,28.5600939,77.1158037,15.03,11.42,8.33,-7.48,36.13,-22.41,2.46,0.16,-0.08,39.61,7.14,-4.28,-6.89,6.89,90,-5.00,11.97,1383,1729,1423,-4.11,-5.21
99.49,TAKEOFF,TAKEOFF,1,28.5601065,77.1157952,16.36,10.74,7.86,-7.04,35.84,-22.55,2.37,-2.47,-1.36,39.36,6.67,-4.14,-6.44,6.44,90,-5.00,11.98,1402,1762,1422,-4.29,-5.73
99.69,TAKEOFF,TAKEOFF,1,28.5601183,77.1157871,17.59,10.16,7.47,-6.86,35.00,-22.93,1.40,-5.05,-2.50,38.55,6.30,-4.01,-5.95,5.95,90,-5.00,11.98,1410,1793,1408,-4.39,-6.04
99.90,TAKEOFF,TAKEOFF,1,28.5601296,77.1157793,18.73,9.50,7.18,-6.96,33.66,-23.44,0.41,-7.44,-3.15,37.05,6.02,-3.91,-5.42,5.42,90,-5.00,11.98,1399,1819,1382,-4.34,-6.09
100.10,TAKEOFF,TAKEOFF,1,28.5601404,77.1157716,19.76,8.98,6.98,-7.28,31.84,-24.06,-0.40,-9.53,-4.37,35.00,5.83,-3.82,-4.88,4.88,90,-5.00,11.98,1369,1840,1317,-4.15,-5.96
100.31,TAKEOFF,TAKEOFF,1,28.5601562,77.1157603,21.10,8.18,6.80,-8.63,28.30,-25.92,-2.94,-11.91,-10.37,30.94,5.72,-3.66,-4.07,4.07,90,-5.18,11.95,1264,1852,1100,-3.47,-4.47
100.51,TAKEOFF,TAKEOFF,1,28.5601667,77.1157531,21.86,7.82,6.77,-10.68,25.37,-28.51,-5.52,-12.68,-16.05,27.58,5.72,-3.60,-3.53,3.53,90,-5.36,11.89,1100,1842,1100,-2.57,-1.33
100.72,TAKEOFF,TAKEOFF,1,28.5601773,77.1157457,22.50,7.45,6.85,-13.16,22.13,-31.72,-6.37,-12.60,-18.46,23.76,5.73,-3.73,-3.01,3.01,90,-5.63,11.79,1100,1815,1100,-1.69,0.67
100.92,TAKEOFF,TAKEOFF,1,28.5601879,77.1157378,23.04,7.27,7.01,-15.66,18.83,-34.97,-7.18,-11.58,-18.96,19.63,5.75,-4.01,-2.50,2.50,90,-5.95,12.46,1100,1760,1100,-0.72,1.89
101.13,TAKEOFF,TAKEOFF,1,28.5601986,77.1157291,23.48,7.28,7.26,-18.07,15.79,-38.14,-7.53,-8.64,-18.77,15.64,5.75,-4.42,-2.03,2.03,90,-6.04,14.34,1100,1680,1100,0.65,2.34
101.33,TAKEOFF,TAKEOFF,1,28.5602091,77.1157195,23.83,7.40,7.55,-20.36,13.18,-41.30,-7.50,-6.17,-18.75,12.05,5.72,-4.92,-1.61,1.61,90,-6.22,14.10,1100,1626,1100,1.59,2.06
101.53,TAKEOFF,TAKEOFF,1,28.5602195,77.1157088,24.11,7.49,7.89,-22.53,10.88,-44.55,-7.45,-3.86,-19.35,9.01,5.66,-5.49,-1.25,1.25,90,-6.40,13.84,1100,1574,1100,2.24,1.55
101.74,TAKEOFF,TAKEOFF,1,28.5602297,77.1156969,24.32,7.69,8.26,-24.62,8.81,-48.07,-7.61,-1.41,-20.65,6.50,5.53,-6.13,-0.94,0.94,90,-6.52,13.55,1100,1525,1100,2.70,0.92
101.94,TAKEOFF,TAKEOFF,1,28.5602395,77.1156836,24.48,7.95,8.67,-26.73,6.95,-52.02,-8.09,1.39,-22.46,4.49,5.34,-6.82,-0.68,0.68,90,-6.57,13.21,1100,1488,1100,2.83,0.65
102.15,TAKEOFF,TAKEOFF,1,28.5602489,77.1156688,24.59,8.29,9.09,-28.91,5.27,-56.49,-8.85,4.22,-24.44,2.90,5.03,-7.56,-0.46,0.46,90,-6.68,12.85,1100,1457,1100,2.85,0.59
102.35,TAKEOFF,TAKEOFF,1,28.5602576,77.1156525,24.66,8.73,9.53,-31.17,3.73,-61.50,-9.72,7.15,-26.23,1.62,4.60,-8.34,-0.27,0.27,90,-6.70,12.42,1100,1432,1100,2.76,0.79
102.56,TAKEOFF,TAKEOFF,1,28.5602653,77.1156345,24.70,9.13,9.98,-33.50,2.30,-67.01,-10.51,9.93,-27.53,0.57,4.00,-9.13,-0.10,0.10,90,-6.72,11.95,1100,1416,1100,2.64,1.06
102.76,TAKEOFF,TAKEOFF,1,28.5602717,77.1156147,24.70,9.59,10.43,-35.86,0.97,-72.93,-11.09,12.44,-28.25,-0.22,3.21,-9.92,0.04,-0.04,90,-6.81,11.46,1100,1404,1100,2.46,1.32
102.97,TAKEOFF,TAKEOFF,1,28.5602766,77.1155932,24.68,9.99,10.89,-38.18,-0.30,-79.11,-11.38,14.40,-28.44,-1.00,2.23,-10.65,0.19,-0.19,90,-6.74,8.73,1100,1415,1100,2.11,1.57
103.17,TAKEOFF,TAKEOFF,1,28.5602794,77.1155703,24.62,10.41,11.35,-40.38,-1.56,-85.44,-11.42,16.10,-28.24,-1.77,1.07,-11.30,0.35,-0.35,90,-6.76,8.32,1100,1404,1100,1.72,1.67
103.38,TAKEOFF,TAKEOFF,1,28.5602800,77.1155463,24.53,10.85,11.81,-42.43,-2.69,-91.96,-11.23,18.38,-27.87,-2.52,-0.24,-11.81,0.52,-0.52,90,-6.67,7.90,1100,1399,1100,1.39,1.71
103.58,TAKEOFF,TAKEOFF,1,28.5602780,77.1155215,24.40,11.25,12.26,-44.29,-3.66,-98.69,-10.91,20.44,-27.47,-3.22,-1.70,-12.14,0.69,-0.69,90,-6.72,7.53,1100,1395,1100,1.03,1.69
103.78,TAKEOFF,TAKEOFF,1,28.5602734,77.1154965,24.24,11.77,12.69,-45.96,-4.50,-105.61,-10.58,22.27,-27.09,-3.83,-3.29,-12.25,0.85,-0.85,90,-6.69,7.19,1100,1392,1100,0.81,1.67
103.99,TAKEOFF,TAKEOFF,1,28.5602658,77.1154716,24.05,12.17,13.11,-47.45,-5.23,-112.72,-10.26,23.85,-26.70,-4.32,-4.95,-12.13,0.99,-0.99,90,-6.61,6.86,1100,1391,1100,0.59,1.66
104.19,TAKEOFF,TAKEOFF,1,28.5602551,77.1154473,23.84,12.68,13.51,-48.78,-5.89,-119.97,-9.95,25.17,-26.27,-4.79,-6.66,-11.74,1.13,-1.13,90,-6.47,6.56,1100,1389,1100,0.28,1.64
104.40,TAKEOFF,TAKEOFF,1,28.5602413,77.1154242,23.60,13.07,13.89,-49.96,-6.47,-127.33,-9.63,26.24,-25.76,-5.15,-8.36,-11.08,1.25,-1.25,90,-6.39,6.29,1100,1388,1100,0.03,1.63
104.60,TAKEOFF,TAKEOFF,1,28.5602246,77.1154027,23.34,13.43,14.26,-50.99,-6.99,-134.77,-9.29,27.24,-25.20,-5.49,-10.01,-10.15,1.37,-1.37,90,-19.85,6.27,1100,1386,1100,-0.21,1.61
104.81,TAKEOFF,TAKEOFF,1,28.5601940,77.1153746,22.89,13.94,14.68,-52.34,-7.82,-145.84,-8.96,25.77,-24.29,-6.14,-12.14,-8.25,1.58,-1.58,84,1.65,-2.37,1100,1409,1100,-0.56,1.56
105.01,TAKEOFF,TAKEOFF,1,28.5601707,77.1153594,22.55,14.20,14.86,-53.15,-8.63,-152.81,-8.84,24.49,-23.73,-6.87,-13.23,-6.76,1.79,-1.79,79,1.31,-3.46,1100,1407,1100,-0.91,1.46
105.22,TAKEOFF,TAKEOFF,1,28.5601458,77.1153474,22.16,14.39,14.98,-53.86,-9.55,-159.60,-8.72,23.83,-23.33,-7.80,-14.05,-5.16,2.05,-2.05,75,1.55,-3.19,1100,1401,1100,-1.05,1.37
105.42,TAKEOFF,TAKEOFF,1,28.5601197,77.1153387,21.72,14.54,15.04,-54.45,-10.55,-166.28,-8.67,23.47,-23.15,-8.89,-14.61,-3.51,2.35,-2.35,71,1.99,-1.79,1100,1392,1100,-1.09,1.28
105.63,TAKEOFF,TAKEOFF,1,28.5600930,77.1153336,21.23,14.63,15.09,-54.90,-11.58,-172.96,-8.61,24.10,-23.13,-9.93,-14.98,-1.79,2.64,-2.64,74,2.58,-0.03,1100,1383,1100,-1.12,1.19
105.83,TAKEOFF,TAKEOFF,1,28.5600660,77.1153321,20.68,14.75,15.24,-55.14,-12.45,-179.95,-8.43,26.40,-23.23,-10.70,-15.24,0.06,2.88,-2.88,78,3.42,2.64,1100,1374,1100,-1.24,1.19
106.03,TAKEOFF,TAKEOFF,1,28.5600389,77.1153344,20.10,14.92,15.40,-55.19,-13.11,172.71,-8.34,27.83,-23.15,-11.36,-15.26,1.97,3.09,-3.09,76,4.50,4.84,1100,1363,1100,-1.16,1.26
106.24,TAKEOFF,TAKEOFF,1,28.5600120,77.1153405,19.47,15.09,15.51,-55.12,-13.65,165.26,-8.23,28.00,-22.71,-11.94,-15.01,3.89,3.28,-3.28,74,5.73,6.43,1100,1356,1100,-0.92,1.39
106.88,TAKEOFF,TAKEOFF,1,28.5599987,77.1153451,19.15,15.15,15.56,-55.06,-13.89,161.56,-8.13,27.81,-22.40,-12.19,-14.78,4.83,3.36,-3.36,73,6.38,7.22,1100,1353,1100,-0.88,1.42
107.08,TAKEOFF,TAKEOFF,1,28.5599731,77.1153571,18.48,15.31,15.71,-54.85,-14.24,154.17,-7.77,28.77,-21.84,-12.46,-14.17,6.77,3.47,-3.47,78,7.79,9.11,1100,1350,1100,-0.91,1.47
107.28,TAKEOFF,TAKEOFF,1,28.5599487,77.1153731,17.80,15.52,15.98,-54.46,-14.28,146.50,-7.27,31.22,-21.47,-12.36,-13.35,8.77,3.50,-3.50,84,9.52,11.25,1100,1349,1100,-1.05,1.51
107.49,TAKEOFF,TAKEOFF,1,28.5599258,77.1153935,17.12,15.76,16.38,-53.89,-13.87,138.39,-6.76,34.02,-21.14,-11.77,-12.26,10.84,3.41,-3.41,90,11.65,11.25,1100,1347,1100,-1.17,1.60
107.69,TAKEOFF,TAKEOFF,1,28.5599051,77.1154180,16.48,16.11,16.77,-53.27,-13.08,130.04,-6.38,35.40,-20.58,-10.91,-10.85,12.78,3.23,-3.23,90,14.04,11.25,1101,1344,1100,-1.10,1.78
107.89,TAKEOFF,TAKEOFF,1,28.5598873,77.1154463,15.88,16.39,17.12,-52.70,-11.98,121.68,-6.04,36.01,-19.75,-9.78,-9.10,14.49,2.95,-2.95,90,16.40,11.25,1107,1340,1100,-0.97,1.90
108.10,TAKEOFF,TAKEOFF,1,28.5598729,77.1154777,15.35,16.67,17.40,-52.27,-10.62,113.39,-5.83,36.37,-18.93,-8.44,-7.06,15.89,2.58,-2.58,90,18.65,11.25,1113,1338,1100,-0.86,1.96
108.30,TAKEOFF,TAKEOFF,1,28.5598625,77.1155115,14.91,16.87,17.60,-52.03,-9.07,105.19,-5.72,36.34,-18.39,-6.93,-4.79,16.93,2.14,-2.14,90,19.74,10.77,1118,1341,1100,-0.74,1.99
108.51,TAKEOFF,TAKEOFF,1,28.5598549,77.1155644,14.43,17.08,17.74,-52.10,-6.67,93.13,-5.84,35.79,-18.17,-4.51,-1.14,17.70,1.40,-1.40,90,19.86,9.35,1124,1347,1100,-0.71,2.01
108.71,TAKEOFF,TAKEOFF,1,28.5598554,77.1156002,14.23,17.09,17.74,-52.46,-5.14,85.18,-6.00,35.47,-18.25,-2.94,1.33,17.68,0.91,-0.91,90,19.91,8.44,1126,1352,1100,-0.72,2.04
108.91,TAKEOFF,TAKEOFF,1,28.5598601,77.1156355,14.13,17.13,17.68,-53.06,-3.75,77.28,-6.19,35.16,-18.45,-1.52,3.77,17.27,0.47,-0.47,90,19.95,7.65,1127,1356,1100,-0.74,2.06
109.12,TAKEOFF,TAKEOFF,1,28.5598691,77.1156696,14.11,17.08,17.58,-53.88,-2.54,69.39,-6.34,34.90,-18.74,-0.26,6.11,16.48,0.08,-0.08,90,19.98,6.99,1126,1359,1100,-0.80,2.09
109.32,TAKEOFF,TAKEOFF,1,28.5598822,77.1157017,14.16,17.01,17.45,-54.88,-1.54,61.50,-6.49,34.69,-19.15,0.76,8.29,15.34,-0.23,0.23,90,19.99,6.56,1125,1362,1100,-0.84,2.11
109.53,TAKEOFF,TAKEOFF,1,28.5598992,77.1157315,14.26,16.97,17.31,-56.05,-0.80,53.53,-6.64,34.63,-19.67,1.52,10.31,13.90,-0.46,0.46,90,19.99,6.42,1122,1364,1100,-0.89,2.12
109.73,TAKEOFF,TAKEOFF,1,28.5599196,77.1157581,14.40,16.81,17.18,-57.33,-0.33,45.52,-6.79,34.63,-20.26,2.03,12.09,12.19,-0.61,0.61,90,19.99,6.56,1119,1366,1100,-0.93,2.13
109.94,TAKEOFF,TAKEOFF,1,28.5599429,77.1157810,14.55,16.68,17.06,-58.68,-0.14,37.43,-6.95,34.74,-20.89,2.22,13.62,10.25,-0.66,0.66,90,-19.99,6.99,1115,1365,1100,-0.95,2.15
110.14,TAKEOFF,TAKEOFF,1,28.5599687,77.1157997,14.70,16.53,16.95,-60.07,-0.24,29.24,-7.09,34.98,-21.55,2.10,14.87,8.11,-0.62,0.62,90,-19.99,7.71,1111,1364,1100,-0.95,2.17
110.35,TAKEOFF,TAKEOFF,1,28.5599962,77.1158138,14.83,16.45,16.85,-61.44,-0.60,20.94,-7.18,35.34,-22.18,1.73,15.81,5.82,-0.51,0.51,90,-19.99,8.69,1106,1362,1100,-0.91,2.22
110.55,TAKEOFF,TAKEOFF,1,28.5600249,77.1158230,14.94,16.33,16.77,-62.75,-1.23,12.52,-7.25,35.76,-22.78,1.13,16.42,3.40,-0.33,0.33,90,-19.99,9.91,1101,1359,1100,-0.85,2.29
110.76,TAKEOFF,TAKEOFF,1,28.5600543,77.1158272,15.01,16.25,16.73,-63.96,-2.09,3.99,-7.33,36.21,-23.29,0.27,16.70,0.91,-0.08,0.08,90,-19.98,11.36,1100,1360,1100,-0.79,2.36
110.96,TAKEOFF,TAKEOFF,1,28.5600839,77.1158264,15.01,16.21,16.71,-65.05,-3.20,-4.59,-7.52,36.19,-23.67,-0.75,16.63,-1.61,0.22,-0.22,90,-19.96,13.03,1100,1362,1100,-0.77,2.46
111.17,TAKEOFF,TAKEOFF,1,28.5601131,77.1158205,14.95,16.24,16.73,-65.99,-4.52,-13.18,-7.68,36.23,-23.89,-2.02,16.21,-4.11,0.59,-0.59,90,-19.93,14.82,1100,1365,1100,-0.79,2.53
111.37,TAKEOFF,TAKEOFF,1,28.5601413,77.1158096,14.81,16.29,16.78,-66.75,-5.98,-21.78,-7.77,36.30,-23.96,-3.38,15.45,-6.54,0.99,-0.99,90,-19.89,15.00,1100,1368,1100,-0.83,2.60
111.58,TAKEOFF,TAKEOFF,1,28.5601679,77.1157938,14.58,16.35,16.87,-67.30,-7.55,-30.45,-7.78,36.43,-23.88,-4.88,14.35,-8.86,1.44,-1.44,90,-19.82,15.00,1100,1370,1100,-0.89,2.70
111.78,TAKEOFF,TAKEOFF,1,28.5601923,77.1157733,14.26,16.47,17.00,-67.60,-9.14,-39.11,-7.71,36.57,-23.66,-6.38,12.94,-11.02,1.90,-1.90,90,-19.74,15.00,1100,1372,1100,-0.94,2.76
111.99,TAKEOFF,TAKEOFF,1,28.5602141,77.1157485,13.83,16.63,17.15,-67.64,-10.69,-47.82,-7.56,36.73,-23.28,-7.84,11.21,-12.97,2.36,-2.36,90,-19.65,15.00,1100,1374,1100,-0.99,2.82
112.19,TAKEOFF,TAKEOFF,1,28.5602324,77.1157199,13.31,16.83,17.33,-67.41,-12.14,-56.58,-7.33,36.93,-22.76,-9.18,9.21,-14.67,2.80,-2.80,90,-19.55,15.00,1100,1375,1100,-1.02,2.89
112.39,TAKEOFF,TAKEOFF,1,28.5602469,77.1156882,12.71,17.06,17.53,-66.91,-13.40,-65.37,-7.07,37.08,-22.14,-10.35,6.95,-16.08,3.20,-3.20,90,-19.45,15.00,1103,1375,1100,-1.03,2.94
112.60,TAKEOFF,TAKEOFF,1,28.5602571,77.1156542,12.04,17.23,17.72,-66.17,-14.43,-74.19,-6.81,37.28,-21.43,-11.30,4.49,-17.14,3.54,-3.54,90,-19.36,15.00,1106,1375,1100,-1.02,2.99
112.80,TAKEOFF,TAKEOFF,1,28.5602627,77.1156187,11.31,17.49,17.92,-65.24,-15.16,-83.03,-6.57,37.49,-20.68,-11.97,1.87,-17.82,3.80,-3.80,90,-19.30,15.00,1109,1374,1100,-0.98,3.03
113.01,TAKEOFF,TAKEOFF,1,28.5602621,77.1155640,10.15,17.87,18.23,-63.61,-15.70,-96.30,-6.19,37.73,-19.58,-12.44,-2.22,-18.09,4.02,-4.02,90,-19.25,15.00,1114,1372,1100,-0.93,3.06
113.21,TAKEOFF,TAKEOFF,1,28.5602557,77.1155276,9.34,18.11,18.44,-62.44,-15.68,-105.12,-5.98,37.92,-18.91,-12.42,-4.96,-17.75,4.06,-4.06,90,-19.25,15.00,1117,1370,1100,-0.90,3.05
113.41,TAKEOFF,TAKEOFF,1,28.5602443,77.1154924,8.54,18.34,18.64,-61.26,-15.35,-113.90,-5.81,38.08,-18.30,-12.09,-7.65,-16.99,3.99,-3.99,90,-19.28,15.00,1121,1368,1100,-0.88,3.04
113.62,TAKEOFF,TAKEOFF,1,28.5602281,77.1154588,7.76,18.54,18.82,-60.14,-14.75,-122.65,-5.70,38.18,-17.76,-11.51,-10.20,-15.81,3.83,-3.83,90,-19.34,15.00,1124,1366,1100,-0.86,3.02
113.82,TAKEOFF,TAKEOFF,1,28.5602074,77.1154280,7.02,18.64,19.00,-59.14,-13.91,-131.29,-5.60,38.28,-17.32,-10.68,-12.55,-14.25,3.58,-3.58,90,-19.41,15.00,1127,1363,1100,-0.87,2.98
114.03,TAKEOFF,TAKEOFF,1,28.5601827,77.1154007,6.33,18.76,19.14,-58.28,-12.86,-139.87,-5.54,38.35,-16.99,-9.67,-14.62,-12.34,3.26,-3.26,90,-19.49,15.00,1129,1361,1100,-0.88,2.95
114.23,TAKEOFF,TAKEOFF,1,28.5601545,77.1153777,5.72,18.84,19.24,-57.59,-11.64,-148.37,-5.49,38.41,-16.77,-8.49,-16.35,-10.12,2.87,-2.87,90,-19.58,15.00,1130,1359,1100,-0.90,2.90
114.44,TAKEOFF,TAKEOFF,1,28.5601238,77.1153595,5.20,18.93,19.28,-57.08,-10.30,-156.81,-5.44,38.43,-16.67,-7.18,-17.69,-7.66,2.43,-2.43,90,-19.67,15.00,1131,1357,1100,-0.91,2.86
114.64,TAKEOFF,TAKEOFF,1,28.5600913,77.1153466,4.77,18.93,19.26,-56.76,-8.89,-165.19,-5.45,38.40,-16.67,-5.81,-18.59,-5.02,1.96,-1.96,90,0.34,15.00,1131,1355,1100,-0.92,2.82
114.85,TAKEOFF,TAKEOFF,1,28.5600577,77.1153393,4.44,18.87,19.19,-56.66,-7.45,-173.51,-5.48,38.34,-16.76,-4.41,-19.05,-2.27,1.48,-1.48,90,1.50,15.00,1131,1354,1100,-0.95,2.77
115.05,TAKEOFF,TAKEOFF,1,28.5600237,77.1153375,4.20,18.74,19.07,-56.78,-6.04,178.18,-5.52,38.31,-16.96,-3.06,-19.06,0.49,1.02,-1.02,90,3.12,15.00,1129,1353,1100,-0.98,2.73
115.25,TAKEOFF,TAKEOFF,1,28.5599900,77.1153414,4.06,18.61,18.91,-57.11,-4.73,169.87,-5.57,38.15,-17.27,-1.76,-18.62,3.22,0.58,-0.58,90,5.06,15.00,1127,1353,1100,-1.03,2.68
115.46,TAKEOFF,TAKEOFF,1,28.5599575,77.1153506,3.99,18.50,18.71,-57.62,-3.56,161.56,-5.61,37.95,-17.67,-0.61,-17.77,5.84,0.20,-0.20,90,7.17,15.00,1123,1354,1100,-1.12,2.62
115.66,TAKEOFF,TAKEOFF,1,28.5599266,77.1153651,4.00,18.35,18.51,-58.30,-2.58,153.21,-5.66,37.75,-18.14,0.31,-16.53,8.30,-0.10,0.10,90,9.40,14.96,1120,1354,1100,-1.21,2.57
115.87,TAKEOFF,TAKEOFF,1,28.5598982,77.1153846,4.05,18.15,18.30,-59.13,-1.82,144.85,-5.74,37.65,-18.67,1.06,-14.95,10.54,-0.34,0.34,90,11.67,15.00,1116,1355,1100,-1.31,2.52
116.07,TAKEOFF,TAKEOFF,1,28.5598728,77.1154084,4.14,17.97,18.10,-60.07,-1.30,136.44,-5.83,37.52,-19.25,1.55,-13.07,12.51,-0.49,0.49,90,13.89,15.00,1111,1355,1100,-1.42,2.45
116.28,TAKEOFF,TAKEOFF,1,28.5598510,77.1154360,4.25,17.75,17.91,-61.07,-1.04,127.98,-5.90,37.52,-19.86,1.79,-10.94,14.18,-0.56,0.56,90,16.03,15.00,1106,1354,1100,-1.49,2.41
